pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,start_date,end_date,hypothetical,partisan,pollscore,transparency_score,voters
MassINC Polling Group,2.8,Massachusetts,Kamala Harris,DEM,63,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,FALSE,NA,-0.8,7,504
MassINC Polling Group,2.8,Massachusetts,Donald Trump,REP,35,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,FALSE,NA,-0.8,7,280
SurveyUSA,2.8,New Mexico,Kamala Harris,DEM,50,619,lv,Online Panel,2024-09-12,2024-09-18,FALSE,NA,-1.3,8,310
SurveyUSA,2.8,New Mexico,Donald Trump,REP,42,619,lv,Online Panel,2024-09-12,2024-09-18,FALSE,NA,-1.3,8,260
MassINC Polling Group,2.8,Wisconsin,Kamala Harris,DEM,53,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,FALSE,NA,-0.8,7,424
MassINC Polling Group,2.8,Wisconsin,Donald Trump,REP,46,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,FALSE,NA,-0.8,7,368
MassINC Polling Group,2.8,Rhode Island,Kamala Harris,DEM,56,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,FALSE,NA,-0.8,7,448
MassINC Polling Group,2.8,Rhode Island,Donald Trump,REP,43,800,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-18,FALSE,NA,-0.8,7,344
YouGov,3,National,Kamala Harris,DEM,49,1445,rv,Online Panel,2024-09-15,2024-09-17,FALSE,NA,-1.1,9,708
YouGov,3,National,Donald Trump,REP,45,1445,rv,Online Panel,2024-09-15,2024-09-17,FALSE,NA,-1.1,9,650
Marist,2.9,Pennsylvania,Kamala Harris,DEM,49,1663,rv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,815
Marist,2.9,Pennsylvania,Donald Trump,REP,48,1663,rv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,798
Marist,2.9,Pennsylvania,Kamala Harris,DEM,49,1476,lv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,723
Marist,2.9,Pennsylvania,Donald Trump,REP,49,1476,lv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,723
Marist,2.9,Wisconsin,Kamala Harris,DEM,50,1312,rv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,656
Marist,2.9,Wisconsin,Donald Trump,REP,47,1312,rv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,617
Marist,2.9,Wisconsin,Kamala Harris,DEM,50,1194,lv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,597
Marist,2.9,Wisconsin,Donald Trump,REP,49,1194,lv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,585
Marist,2.9,Michigan,Kamala Harris,DEM,50,1282,rv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,641
Marist,2.9,Michigan,Donald Trump,REP,47,1282,rv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,603
Marist,2.9,Michigan,Kamala Harris,DEM,52,1138,lv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,592
Marist,2.9,Michigan,Donald Trump,REP,47,1138,lv,Live Phone/Online Panel/Text-to-Web,2024-09-12,2024-09-17,FALSE,NA,-0.9,7,535
Beacon/Shaw,2.8,National,Kamala Harris,DEM,50,1102,rv,Live Phone/Text-to-Web,2024-09-13,2024-09-16,FALSE,NA,-1.1,9,551
Beacon/Shaw,2.8,National,Donald Trump,REP,48,1102,rv,Live Phone/Text-to-Web,2024-09-13,2024-09-16,FALSE,NA,-1.1,9,529
Beacon/Shaw,2.8,National,Kamala Harris,DEM,50,876,lv,Live Phone/Text-to-Web,2024-09-13,2024-09-16,FALSE,NA,-1.1,9,438
Beacon/Shaw,2.8,National,Donald Trump,REP,48,876,lv,Live Phone/Text-to-Web,2024-09-13,2024-09-16,FALSE,NA,-1.1,9,420
Quinnipiac,2.8,Pennsylvania,Kamala Harris,DEM,51,1331,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,679
Quinnipiac,2.8,Pennsylvania,Donald Trump,REP,45,1331,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,599
Quinnipiac,2.8,Pennsylvania,Kamala Harris,DEM,51,1331,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,679
Quinnipiac,2.8,Pennsylvania,Donald Trump,REP,46,1331,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,612
Quinnipiac,2.8,Michigan,Kamala Harris,DEM,50,905,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,452
Quinnipiac,2.8,Michigan,Donald Trump,REP,45,905,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,407
Quinnipiac,2.8,Michigan,Kamala Harris,DEM,51,905,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,462
Quinnipiac,2.8,Michigan,Donald Trump,REP,46,905,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,416
Quinnipiac,2.8,Wisconsin,Kamala Harris,DEM,48,1075,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,516
Quinnipiac,2.8,Wisconsin,Donald Trump,REP,47,1075,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,505
Quinnipiac,2.8,Wisconsin,Kamala Harris,DEM,49,1075,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,527
Quinnipiac,2.8,Wisconsin,Donald Trump,REP,48,1075,lv,Live Phone,2024-09-12,2024-09-16,FALSE,NA,-0.5,9,516
The Washington Post,3,Pennsylvania,Kamala Harris,DEM,48,1003,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-16,FALSE,NA,-1.2,9,481
The Washington Post,3,Pennsylvania,Donald Trump,REP,47,1003,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-16,FALSE,NA,-1.2,9,471
The Washington Post,3,Pennsylvania,Kamala Harris,DEM,48,1003,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-16,FALSE,NA,-1.2,9,481
The Washington Post,3,Pennsylvania,Donald Trump,REP,48,1003,lv,Live Phone/Text-to-Web,2024-09-12,2024-09-16,FALSE,NA,-1.2,9,481
Siena/NYT,3,National,Kamala Harris,DEM,47,2437,lv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,1145
Siena/NYT,3,National,Donald Trump,REP,47,2437,lv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,1145
Siena/NYT,3,National,Kamala Harris,DEM,46,2437,rv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,1121
Siena/NYT,3,National,Donald Trump,REP,47,2437,rv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,1145
Siena/NYT,3,National,Kamala Harris,DEM,45,2437,rv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,1097
Siena/NYT,3,National,Donald Trump,REP,46,2437,rv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,1121
Siena/NYT,3,National,Kamala Harris,DEM,46,2437,lv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,1121
Siena/NYT,3,National,Donald Trump,REP,46,2437,lv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,1121
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,50,1082,rv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,541
Siena/NYT,3,Pennsylvania,Donald Trump,REP,46,1082,rv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,498
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,50,1082,lv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,541
Siena/NYT,3,Pennsylvania,Donald Trump,REP,46,1082,lv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,498
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,48,1082,rv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,519
Siena/NYT,3,Pennsylvania,Donald Trump,REP,45,1082,rv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,487
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,49,1082,lv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,530
Siena/NYT,3,Pennsylvania,Donald Trump,REP,45,1082,lv,Live Phone,2024-09-11,2024-09-16,FALSE,NA,-1.5,9,487
Suffolk,2.9,Pennsylvania,Kamala Harris,DEM,48.6,500,lv,Live Phone,2024-09-11,2024-09-14,FALSE,NA,-1,8,243
Suffolk,2.9,Pennsylvania,Donald Trump,REP,45.6,500,lv,Live Phone,2024-09-11,2024-09-14,FALSE,NA,-1,8,228
Emerson,2.9,Maryland,Kamala Harris,DEM,65.3,890,lv,Online Panel/Text-to-Web,2024-09-12,2024-09-13,FALSE,NA,-1.1,7,581
Emerson,2.9,Maryland,Donald Trump,REP,33.3,890,lv,Online Panel/Text-to-Web,2024-09-12,2024-09-13,FALSE,NA,-1.1,7,296
Emerson,2.9,Missouri,Kamala Harris,DEM,43.4,850,lv,Online Panel/Text-to-Web,2024-09-12,2024-09-13,FALSE,NA,-1.1,7,369
Emerson,2.9,Missouri,Donald Trump,REP,55.2,850,lv,Online Panel/Text-to-Web,2024-09-12,2024-09-13,FALSE,NA,-1.1,7,469
Emerson,2.9,Indiana,Kamala Harris,DEM,40.7,1000,lv,Online Panel/Text-to-Web,2024-09-12,2024-09-13,FALSE,NA,-1.1,7,407
Emerson,2.9,Indiana,Donald Trump,REP,57.9,1000,lv,Online Panel/Text-to-Web,2024-09-12,2024-09-13,FALSE,NA,-1.1,7,579
YouGov,3,National,Kamala Harris,DEM,50,1177,rv,Online Panel,2024-09-11,2024-09-13,FALSE,NA,-1.1,9,588
YouGov,3,National,Donald Trump,REP,45,1177,rv,Online Panel,2024-09-11,2024-09-13,FALSE,NA,-1.1,9,530
YouGov,3,National,Kamala Harris,DEM,50,1090,lv,Online Panel,2024-09-11,2024-09-13,FALSE,NA,-1.1,9,545
YouGov,3,National,Donald Trump,REP,46,1090,lv,Online Panel,2024-09-11,2024-09-13,FALSE,NA,-1.1,9,501
YouGov,3,National,Kamala Harris,DEM,48,1175,rv,Online Panel,2024-09-11,2024-09-13,FALSE,NA,-1.1,9,564
YouGov,3,National,Donald Trump,REP,44,1175,rv,Online Panel,2024-09-11,2024-09-13,FALSE,NA,-1.1,9,517
YouGov,3,National,Kamala Harris,DEM,49,1090,lv,Online Panel,2024-09-11,2024-09-13,FALSE,NA,-1.1,9,534
YouGov,3,National,Donald Trump,REP,45,1090,lv,Online Panel,2024-09-11,2024-09-13,FALSE,NA,-1.1,9,490
Ipsos,2.8,National,Kamala Harris,DEM,51,3276,a,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1671
Ipsos,2.8,National,Donald Trump,REP,46,3276,a,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1507
Ipsos,2.8,National,Kamala Harris,DEM,51,2772,rv,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1414
Ipsos,2.8,National,Donald Trump,REP,47,2772,rv,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1303
Ipsos,2.8,National,Kamala Harris,DEM,52,2196,lv,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1142
Ipsos,2.8,National,Donald Trump,REP,46,2196,lv,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1010
Ipsos,2.8,National,Kamala Harris,DEM,51,3276,a,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1671
Ipsos,2.8,National,Donald Trump,REP,45,3276,a,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1474
Ipsos,2.8,National,Kamala Harris,DEM,50,2772,rv,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1386
Ipsos,2.8,National,Donald Trump,REP,46,2772,rv,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1275
Ipsos,2.8,National,Kamala Harris,DEM,51,2196,lv,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1120
Ipsos,2.8,National,Donald Trump,REP,46,2196,lv,Probability Panel,2024-09-11,2024-09-13,FALSE,NA,-0.9,9.5,1010
Ipsos,2.8,National,Kamala Harris,DEM,47,1405,rv,Probability Panel,2024-09-11,2024-09-12,FALSE,NA,-0.9,9.5,660
Ipsos,2.8,National,Donald Trump,REP,42,1405,rv,Probability Panel,2024-09-11,2024-09-12,FALSE,NA,-0.9,9.5,590
Ipsos,2.8,National,Kamala Harris,DEM,43,1690,a,Probability Panel,2024-09-11,2024-09-12,FALSE,NA,-0.9,9.5,727
Ipsos,2.8,National,Donald Trump,REP,39,1690,a,Probability Panel,2024-09-11,2024-09-12,FALSE,NA,-0.9,9.5,659
YouGov,3,National,Kamala Harris,DEM,45,1464,rv,Online Panel,2024-09-08,2024-09-10,FALSE,NA,-1.1,9,659
YouGov,3,National,Donald Trump,REP,45,1464,rv,Online Panel,2024-09-08,2024-09-10,FALSE,NA,-1.1,9,659
Data Orbital,2.9,Arizona,Kamala Harris,DEM,46,550,lv,Live Phone/Text-to-Web,2024-09-07,2024-09-09,FALSE,NA,-0.9,10,253
Data Orbital,2.9,Arizona,Donald Trump,REP,46.2,550,lv,Live Phone/Text-to-Web,2024-09-07,2024-09-09,FALSE,NA,-0.9,10,254
Quinnipiac,2.8,North Carolina,Kamala Harris,DEM,49,940,lv,Live Phone,2024-09-04,2024-09-08,FALSE,NA,-0.5,9,461
Quinnipiac,2.8,North Carolina,Donald Trump,REP,46,940,lv,Live Phone,2024-09-04,2024-09-08,FALSE,NA,-0.5,9,432
Quinnipiac,2.8,North Carolina,Kamala Harris,DEM,50,940,lv,Live Phone,2024-09-04,2024-09-08,FALSE,NA,-0.5,9,470
Quinnipiac,2.8,North Carolina,Donald Trump,REP,47,940,lv,Live Phone,2024-09-04,2024-09-08,FALSE,NA,-0.5,9,442
Quinnipiac,2.8,Georgia,Kamala Harris,DEM,45,969,lv,Live Phone,2024-09-04,2024-09-08,FALSE,NA,-0.5,9,436
Quinnipiac,2.8,Georgia,Donald Trump,REP,49,969,lv,Live Phone,2024-09-04,2024-09-08,FALSE,NA,-0.5,9,475
Quinnipiac,2.8,Georgia,Kamala Harris,DEM,46,969,lv,Live Phone,2024-09-04,2024-09-08,FALSE,NA,-0.5,9,446
Quinnipiac,2.8,Georgia,Donald Trump,REP,49,969,lv,Live Phone,2024-09-04,2024-09-08,FALSE,NA,-0.5,9,475
SurveyUSA,2.8,North Carolina,Kamala Harris,DEM,49,676,lv,Online Panel,2024-09-04,2024-09-07,FALSE,NA,-1.3,8,331
SurveyUSA,2.8,North Carolina,Donald Trump,REP,46,676,lv,Online Panel,2024-09-04,2024-09-07,FALSE,NA,-1.3,8,311
YouGov,3,Michigan,Kamala Harris,DEM,50,1077,lv,Online Panel,2024-09-03,2024-09-06,FALSE,NA,-1.1,9,538
YouGov,3,Michigan,Donald Trump,REP,49,1077,lv,Online Panel,2024-09-03,2024-09-06,FALSE,NA,-1.1,9,528
YouGov,3,Pennsylvania,Kamala Harris,DEM,50,1078,lv,Online Panel,2024-09-03,2024-09-06,FALSE,NA,-1.1,9,539
YouGov,3,Pennsylvania,Donald Trump,REP,50,1078,lv,Online Panel,2024-09-03,2024-09-06,FALSE,NA,-1.1,9,539
YouGov,3,Wisconsin,Kamala Harris,DEM,51,946,lv,Online Panel,2024-09-03,2024-09-06,FALSE,NA,-1.1,9,482
YouGov,3,Wisconsin,Donald Trump,REP,49,946,lv,Online Panel,2024-09-03,2024-09-06,FALSE,NA,-1.1,9,464
Siena/NYT,3,National,Kamala Harris,DEM,47,1695,lv,Live Phone,2024-09-03,2024-09-06,FALSE,NA,-1.5,9,797
Siena/NYT,3,National,Donald Trump,REP,48,1695,lv,Live Phone,2024-09-03,2024-09-06,FALSE,NA,-1.5,9,814
Siena/NYT,3,National,Kamala Harris,DEM,45,1695,lv,Live Phone,2024-09-03,2024-09-06,FALSE,NA,-1.5,9,763
Siena/NYT,3,National,Donald Trump,REP,47,1695,lv,Live Phone,2024-09-03,2024-09-06,FALSE,NA,-1.5,9,797
Siena/NYT,3,National,Kamala Harris,DEM,46,1695,rv,Live Phone,2024-09-03,2024-09-06,FALSE,NA,-1.5,9,780
Siena/NYT,3,National,Donald Trump,REP,48,1695,rv,Live Phone,2024-09-03,2024-09-06,FALSE,NA,-1.5,9,814
Siena/NYT,3,National,Kamala Harris,DEM,44,1695,rv,Live Phone,2024-09-03,2024-09-06,FALSE,NA,-1.5,9,746
Siena/NYT,3,National,Donald Trump,REP,46,1695,rv,Live Phone,2024-09-03,2024-09-06,FALSE,NA,-1.5,9,780
Emerson,2.9,California,Kamala Harris,DEM,60.8,815,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,FALSE,NA,-1.1,7,496
Emerson,2.9,California,Donald Trump,REP,38,815,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,FALSE,NA,-1.1,7,310
Emerson,2.9,Florida,Kamala Harris,DEM,47.6,815,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,FALSE,NA,-1.1,7,388
Emerson,2.9,Florida,Donald Trump,REP,51.1,815,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,FALSE,NA,-1.1,7,416
Emerson,2.9,Texas,Kamala Harris,DEM,48,845,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,FALSE,NA,-1.1,7,406
Emerson,2.9,Texas,Donald Trump,REP,50.9,845,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,FALSE,NA,-1.1,7,430
Emerson,2.9,Ohio,Kamala Harris,DEM,44.7,945,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,FALSE,NA,-1.1,7,422
Emerson,2.9,Ohio,Donald Trump,REP,54.3,945,lv,Online Panel/Text-to-Web,2024-09-03,2024-09-05,FALSE,NA,-1.1,7,513
Marist,2.9,National,Kamala Harris,DEM,49,1413,rv,Live Phone/Online Panel/Text,2024-09-03,2024-09-05,FALSE,NA,-0.9,7,692
Marist,2.9,National,Donald Trump,REP,48,1413,rv,Live Phone/Online Panel/Text,2024-09-03,2024-09-05,FALSE,NA,-0.9,7,678
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,52,822,rv,Live Phone/Email,2024-08-28,2024-09-05,FALSE,NA,-1.1,10,427
Marquette Law School,3,Wisconsin,Donald Trump,REP,48,822,rv,Live Phone/Email,2024-08-28,2024-09-05,FALSE,NA,-1.1,10,395
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,52,738,lv,Live Phone/Email,2024-08-28,2024-09-05,FALSE,NA,-1.1,10,384
Marquette Law School,3,Wisconsin,Donald Trump,REP,48,738,lv,Live Phone/Email,2024-08-28,2024-09-05,FALSE,NA,-1.1,10,354
Emerson,2.9,National,Kamala Harris,DEM,51.3,1000,lv,IVR/Online Panel/Text-to-Web,2024-09-03,2024-09-04,FALSE,NA,-1.1,7,513
Emerson,2.9,National,Donald Trump,REP,47.6,1000,lv,IVR/Online Panel/Text-to-Web,2024-09-03,2024-09-04,FALSE,NA,-1.1,7,476
YouGov,3,National,Kamala Harris,DEM,47,1389,rv,Online Panel,2024-09-01,2024-09-03,FALSE,NA,-1.1,9,653
YouGov,3,National,Donald Trump,REP,45,1389,rv,Online Panel,2024-09-01,2024-09-03,FALSE,NA,-1.1,9,625
YouGov,3,Texas,Kamala Harris,DEM,44,1200,rv,Online Panel,2024-08-23,2024-08-31,FALSE,NA,-1.1,9,528
YouGov,3,Texas,Donald Trump,REP,49,1200,rv,Online Panel,2024-08-23,2024-08-31,FALSE,NA,-1.1,9,588
YouGov,3,Texas,Kamala Harris,DEM,44,1200,rv,Online Panel,2024-08-23,2024-08-31,FALSE,NA,-1.1,9,528
YouGov,3,Texas,Donald Trump,REP,49,1200,rv,Online Panel,2024-08-23,2024-08-31,FALSE,NA,-1.1,9,588
SurveyUSA,2.8,Minnesota,Kamala Harris,DEM,48,635,lv,Online Panel,2024-08-27,2024-08-29,FALSE,NA,-1.3,8,305
SurveyUSA,2.8,Minnesota,Donald Trump,REP,43,635,lv,Online Panel,2024-08-27,2024-08-29,FALSE,NA,-1.3,8,273
CNN/SSRS,2.8,Arizona,Kamala Harris,DEM,44,682,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,300
CNN/SSRS,2.8,Arizona,Donald Trump,REP,49,682,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,334
CNN/SSRS,2.8,Georgia,Kamala Harris,DEM,48,617,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,296
CNN/SSRS,2.8,Georgia,Donald Trump,REP,47,617,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,290
CNN/SSRS,2.8,Nevada,Kamala Harris,DEM,48,626,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,300
CNN/SSRS,2.8,Nevada,Donald Trump,REP,47,626,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,294
CNN/SSRS,2.8,Pennsylvania,Kamala Harris,DEM,47,789,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,371
CNN/SSRS,2.8,Pennsylvania,Donald Trump,REP,47,789,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,371
CNN/SSRS,2.8,Wisconsin,Kamala Harris,DEM,50,976,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,488
CNN/SSRS,2.8,Wisconsin,Donald Trump,REP,44,976,lv,Probability Panel,2024-08-23,2024-08-29,FALSE,NA,-0.6,10,429
Emerson,2.9,Arizona,Kamala Harris,DEM,47.5,720,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,342
Emerson,2.9,Arizona,Donald Trump,REP,51.2,720,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,369
Emerson,2.9,Michigan,Kamala Harris,DEM,51.2,800,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,410
Emerson,2.9,Michigan,Donald Trump,REP,47.6,800,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,381
Emerson,2.9,Nevada,Kamala Harris,DEM,49.4,1168,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,577
Emerson,2.9,Nevada,Donald Trump,REP,48.8,1168,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,570
Emerson,2.9,Pennsylvania,Kamala Harris,DEM,49.4,950,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,469
Emerson,2.9,Pennsylvania,Donald Trump,REP,49.4,950,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,469
Emerson,2.9,Wisconsin,Kamala Harris,DEM,49.1,850,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,417
Emerson,2.9,Wisconsin,Donald Trump,REP,49.8,850,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,423
Emerson,2.9,North Carolina,Kamala Harris,DEM,49,775,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,380
Emerson,2.9,North Carolina,Donald Trump,REP,49.9,775,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,387
Emerson,2.9,Georgia,Kamala Harris,DEM,50.1,800,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,401
Emerson,2.9,Georgia,Donald Trump,REP,49,800,lv,IVR/Online Panel/Text-to-Web,2024-08-25,2024-08-28,FALSE,NA,-1.1,7,392
Suffolk,2.9,National,Kamala Harris,DEM,47.6,1000,lv,Live Phone,2024-08-25,2024-08-28,FALSE,NA,-1,8,476
Suffolk,2.9,National,Donald Trump,REP,43.3,1000,lv,Live Phone,2024-08-25,2024-08-28,FALSE,NA,-1,8,433
Ipsos,2.8,National,Kamala Harris,DEM,41,4253,a,Probability Panel,2024-08-21,2024-08-28,FALSE,NA,-0.9,9.5,1744
Ipsos,2.8,National,Donald Trump,REP,38,4253,a,Probability Panel,2024-08-21,2024-08-28,FALSE,NA,-0.9,9.5,1616
Ipsos,2.8,National,Kamala Harris,DEM,45,3562,rv,Probability Panel,2024-08-21,2024-08-28,FALSE,NA,-0.9,9.5,1603
Ipsos,2.8,National,Donald Trump,REP,41,3562,rv,Probability Panel,2024-08-21,2024-08-28,FALSE,NA,-0.9,9.5,1460
YouGov,3,National,Kamala Harris,DEM,47,1368,rv,Online Panel,2024-08-25,2024-08-27,FALSE,NA,-1.1,9,643
YouGov,3,National,Donald Trump,REP,45,1368,rv,Online Panel,2024-08-25,2024-08-27,FALSE,NA,-1.1,9,616
Quinnipiac,2.8,National,Kamala Harris,DEM,49,1611,lv,Live Phone,2024-08-23,2024-08-27,FALSE,NA,-0.5,9,789
Quinnipiac,2.8,National,Donald Trump,REP,47,1611,lv,Live Phone,2024-08-23,2024-08-27,FALSE,NA,-0.5,9,757
Quinnipiac,2.8,National,Kamala Harris,DEM,49,1611,lv,Live Phone,2024-08-23,2024-08-27,FALSE,NA,-0.5,9,789
Quinnipiac,2.8,National,Donald Trump,REP,48,1611,lv,Live Phone,2024-08-23,2024-08-27,FALSE,NA,-0.5,9,773
Ipsos,2.8,National,Kamala Harris,DEM,50,2496,a,Probability Panel,2024-08-23,2024-08-27,FALSE,NA,-0.9,9.5,1248
Ipsos,2.8,National,Donald Trump,REP,46,2496,a,Probability Panel,2024-08-23,2024-08-27,FALSE,NA,-0.9,9.5,1148
Ipsos,2.8,National,Kamala Harris,DEM,50,NA,rv,Probability Panel,2024-08-23,2024-08-27,FALSE,NA,-0.9,9.5,NA
Ipsos,2.8,National,Donald Trump,REP,46,NA,rv,Probability Panel,2024-08-23,2024-08-27,FALSE,NA,-0.9,9.5,NA
Ipsos,2.8,National,Kamala Harris,DEM,52,NA,lv,Probability Panel,2024-08-23,2024-08-27,FALSE,NA,-0.9,9.5,NA
Ipsos,2.8,National,Donald Trump,REP,46,NA,lv,Probability Panel,2024-08-23,2024-08-27,FALSE,NA,-0.9,9.5,NA
Ipsos,2.8,National,Kamala Harris,DEM,49,2496,a,Probability Panel,2024-08-23,2024-08-27,FALSE,NA,-0.9,9.5,1223
Ipsos,2.8,National,Donald Trump,REP,45,2496,a,Probability Panel,2024-08-23,2024-08-27,FALSE,NA,-0.9,9.5,1123
Ipsos,2.8,National,Kamala Harris,DEM,50,NA,rv,Probability Panel,2024-08-23,2024-08-27,FALSE,NA,-0.9,9.5,NA
